symbol,currency,categoryName,currencyProfit,quoteId,quoteIdCross,marginMode,profitMode,pipsPrecision,contractSize,exemode,time,expiration,stopsLevel,precision,swapType,stepRuleId,type,instantMaxVolume,groupName,description,longOnly,trailingEnabled,marginHedgedStrong,swapEnable,percentage,bid,ask,high,low,lotMin,lotMax,lotStep,tickSize,tickValue,swapLong,swapShort,leverage,spreadRaw,spreadTable,starting,swap_rollover3days,marginMaintenance,marginHedged,initialMargin,timeString,shortSelling,currencyPair
APLD.US,USD,STC,USD,6,15,104,6,2,1,1,1738961995882,,0,2,2,12,2436,2147483647,US,Applied Digital Corp,True,False,False,True,100.0,7.74,7.76,8.07,7.6,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:55 CET 2025,False,False
CCIV.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961922718,,0,2,2,12,2436,2147483647,US,CLOSE ONLY / Churchill Capital IV Corp - class A,True,False,False,True,100.0,2.8,2.82,2.88,2.8,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:58:42 CET 2025,False,False
BMA.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961951785,,0,2,2,12,2436,2147483647,US,Banco Macro SA - ADR,True,False,False,True,100.0,93.6,93.94,99.25,91.64,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.34,34.0,,0,0,0,0,Fri Feb 07 21:59:11 CET 2025,False,False
SPY5.UK_9,USD,ETF,USD,6,15,104,6,2,1,1,1738946691712,,0,2,2,272,3055,2147483647,ETFs,"SPDR, UCITS, DIST, USD",True,False,False,True,100.0,603.31,603.92,609.66,601.49,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.61,61.0,,0,0,0,0,Fri Feb 07 17:44:51 CET 2025,False,False
SPYC.DE,EUR,ETF,EUR,6,15,104,6,2,1,1,1738946698242,,0,2,2,226,3052,2147483647,ETFs,"SPDR, UCITS, ACC, EUR",True,False,False,True,100.0,217.25,217.75,218.25,214.25,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.5,50.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
OKE.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961985858,,0,2,2,12,2436,2147483647,US,ONEOK Inc,True,False,False,True,100.0,95.53,95.55,96.28,94.61,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:45 CET 2025,False,False
V3GF.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946676654,,0,4,2,276,3052,2147483647,ETFs,"Vanguard, UCITS, ACC, EUR",True,False,False,True,100.0,4.65,4.6596,4.6627,4.65,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0096,96.0,,0,0,0,0,Fri Feb 07 17:44:36 CET 2025,False,False
PCG.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961977338,,0,2,2,12,2436,2147483647,US,PG&E Corp,True,False,False,True,100.0,15.37,15.39,15.62,15.36,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:37 CET 2025,False,False
FRA40,EUR,IND,EUR,5,4,102,6,0,10,1,1738961997552,,0,1,3,2,970,2147483647,Europe,CAC 40 index futures contract (CFD),False,True,False,True,100.0,7959.3,7961.8,8036.4,7957.1,0.01,100.0,0.01,0.1,1.0,-0.020619,-0.004381,5.0,2.5,2.5,,0,0,0,0,Fri Feb 07 21:59:57 CET 2025,True,False
NVAX.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961852057,,0,2,2,12,2436,2147483647,US,Novavax Inc,True,False,False,True,100.0,8.13,8.15,8.36,8.07,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:57:32 CET 2025,False,False
NMIH.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961976336,,0,2,2,671,13,2147483647,US,NMI Holdings Inc CFD,False,False,False,True,100.0,36.86,37.25,37.74,36.0,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.39,39.0,,0,0,0,0,Fri Feb 07 21:59:36 CET 2025,True,False
WELS.DE,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946691713,,0,3,2,226,3052,2147483647,ETFs,"Amundi, UCITS, ACC, EUR",True,False,False,True,100.0,12.002,12.022,12.06,11.682,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.02,20.0,,0,0,0,0,Fri Feb 07 17:44:51 CET 2025,False,False
TERP.US,USD,STC,USD,6,15,104,6,4,1,1,0,,0,4,2,12,2436,2147483647,US,TerraForm Power Inc - class A,True,False,False,True,100.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
CAR.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961997885,,0,2,2,671,13,2147483647,US,Avis Budget Group Inc CFD,False,False,False,True,100.0,86.91,87.31,90.17,86.67,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,30.0,0.4,40.0,,0,0,0,0,Fri Feb 07 21:59:57 CET 2025,True,False
IBM.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961996383,,0,2,2,671,3159,2147483647,US,International Business Machines Corp CFD ,False,False,False,True,100.0,251.86,252.82,256.43,251.62,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.96,96.0,,0,0,0,0,Fri Feb 07 21:59:56 CET 2025,True,False
SOS.US,USD,STC,USD,6,15,104,6,2,1,1,1738961781403,,0,2,2,12,2436,2147483647,US,Sos Ltd - class A,True,False,False,True,100.0,6.08,6.43,6.51,6.08,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.35,35.0,,0,0,0,0,Fri Feb 07 21:56:21 CET 2025,False,False
ZIL2.DE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946694724,,0,3,2,223,2424,2147483647,Germany,ElringKlinger AG,True,False,False,True,100.0,4.33,4.365,4.56,4.325,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.035,35.0,,0,0,0,0,Fri Feb 07 17:44:54 CET 2025,False,False
IUS4.DE_9,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946698745,,0,3,2,226,3052,2147483647,ETFs,"iShares, UCITS, DIST, EUR",True,False,False,True,100.0,40.445,40.675,40.615,38.85,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.23,230.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
LUNE.SE_4,SEK,STC,SEK,6,4,103,6,3,1,1,1738946395771,,0,3,2,572,1355,2147483647,Sweden,CLOSE ONLY / Lundin Energy AB CFD,True,False,False,True,100.0,6.398,6.462,6.44,6.28,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.064,64.0,,0,0,0,0,Fri Feb 07 17:39:55 CET 2025,False,False
SRP.UK_4,GBP,STC,GBP,6,4,103,6,4,1,1,1738946685688,,0,4,2,624,14,2147483647,UK,Serco Group PLC CFD,False,False,False,True,100.0,1.585,1.593,1.596,1.553,1.0,1000000.0,1.0,0.0001,0.0001,-0.02556,0.0,20.0,0.008,80.0,,0,0,0,0,Fri Feb 07 17:44:45 CET 2025,True,False
KFTK.DE,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946688700,,0,3,2,226,3052,2147483647,ETFs,"Invesco, UCITS, ACC, EUR",True,False,False,True,100.0,58.75,58.82,58.91,57.5,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.07,70.0,,0,0,0,0,Fri Feb 07 17:44:48 CET 2025,False,False
EPC.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961993377,,0,2,2,12,2436,2147483647,US,Edgewell Personal Care Co,True,False,False,True,100.0,31.7,31.72,31.96,29.63,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:53 CET 2025,False,False
MDLA.US,USD,STC,USD,6,15,104,6,4,1,1,0,,0,4,2,12,2436,2147483647,US,Medallia Inc,True,False,False,True,100.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
HYUD.UK_4,USD,STC,USD,6,4,103,6,2,1,1,1734535381712,,0,2,2,622,885,2147483647,UK,CLOSE ONLY / Hyundai Motor Co - GDP,False,False,False,True,100.0,52.1,52.9,0.0,0.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.8,80.0,,0,0,0,0,Wed Dec 18 16:23:01 CET 2024,True,False
PFSI.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961979844,,0,2,2,12,2436,2147483647,US,PennyMac Financial Services Inc,True,False,False,True,100.0,103.9,104.15,104.97,102.06,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.25,25.0,,0,0,0,0,Fri Feb 07 21:59:39 CET 2025,False,False
BHC.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961944269,,0,2,2,12,2436,2147483647,US,Bausch Health Cos Inc,True,False,False,True,100.0,6.44,6.46,6.65,6.28,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:04 CET 2025,False,False
EQR.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961994880,,0,2,2,671,13,2147483647,US,Equity Residential CFD,False,False,False,True,100.0,71.23,71.49,72.27,70.47,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.26,26.0,,0,0,0,0,Fri Feb 07 21:59:54 CET 2025,True,False
STZ.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961976836,,0,2,2,12,2436,2147483647,US,Constellation Brands Inc - class A ,True,False,False,True,100.0,168.85,169.09,171.49,167.92,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.24,24.0,,0,0,0,0,Fri Feb 07 21:59:36 CET 2025,False,False
JBLU.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961702212,,0,2,2,12,2436,2147483647,US,JetBlue Airways Corp,True,False,False,True,100.0,6.65,6.67,6.7,6.47,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:55:02 CET 2025,False,False
OSR.DE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1718877481622,,0,2,2,222,2424,2147483647,Germany,CLOSE ONLY / OSRAM Licht AG,True,False,False,True,100.0,49.6,50.0,0.0,0.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.4,40.0,,0,0,0,0,Thu Jun 20 11:58:01 CEST 2024,False,False
X03G.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946644002,,0,4,2,276,3052,2147483647,ETFs,"Xtrackers, UCITS, ACC, EUR",True,False,False,True,100.0,177.975,178.125,178.25,174.8,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.15,1500.0,,0,0,0,0,Fri Feb 07 17:44:04 CET 2025,False,False
MASI.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961971827,,0,2,2,671,13,2147483647,US,Masimo Corp CFD,False,False,False,True,100.0,175.07,175.88,180.63,173.41,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.81,81.0,,0,0,0,0,Fri Feb 07 21:59:31 CET 2025,True,False
USDZAR,USD,FX,ZAR,5,4,101,5,4,100000,1,1739143644869,,0,4,3,1,916,2147483647,Emergings,American Dollar to South African Rand currency pair,False,True,False,True,100.0,18.538,18.587,18.552,18.5172,0.01,100.0,0.01,0.0001,10.0,-0.013951,0.00433,5.0,0.049,490.0,,0,0,0,0,Mon Feb 10 00:27:24 CET 2025,True,True
WT.US,USD,STC,USD,6,15,104,6,2,1,1,1738961864590,,0,2,2,12,2436,2147483647,US,Wisdomtree Inc,True,False,False,True,100.0,9.5,9.52,9.63,9.48,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:57:44 CET 2025,False,False
QDVN.DE_5,EUR,ETF,EUR,6,4,103,6,3,1,1,1738946679166,,0,3,2,625,60,2147483647,ETF,"iShares, UCITS, ACC, EUR",True,False,False,True,100.0,11.54,11.608,11.69,11.49,1.0,1000000.0,1.0,0.001,0.001,-0.02062,-0.00438,20.0,0.068,68.0,,0,0,0,0,Fri Feb 07 17:44:39 CET 2025,False,False
HAL.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961969822,,0,2,2,12,2436,2147483647,US,Halliburton Co,True,False,False,True,100.0,25.24,25.25,25.73,25.22,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.01,1.0,,0,0,0,0,Fri Feb 07 21:59:29 CET 2025,False,False
FTNT.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961999389,,0,2,2,671,13,2147483647,US,Fortinet Inc CFD,False,False,False,True,100.0,107.34,107.76,110.25,102.21,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,25.0,0.42,42.0,,0,0,0,0,Fri Feb 07 21:59:59 CET 2025,True,False
AMD.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961997886,,0,2,2,671,13,2147483647,US,Advanced Micro Devices Inc CFD,False,False,False,True,100.0,107.05,107.42,109.74,106.62,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.37,37.0,,0,0,0,0,Fri Feb 07 21:59:57 CET 2025,True,False
BCC.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961999890,,0,2,2,671,13,2147483647,US,Boise Cascade Co CFD,False,False,False,True,100.0,122.18,123.04,124.34,120.96,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,30.0,0.86,86.0,,0,0,0,0,Fri Feb 07 21:59:59 CET 2025,True,False
REGN.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961992373,,0,2,2,671,13,2147483647,US,Regeneron Pharmaceuticals CFD,False,False,False,True,100.0,713.25,716.19,729.01,711.73,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,2.94,294.0,,0,0,0,0,Fri Feb 07 21:59:52 CET 2025,True,False
H4ZE.DE,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946692717,,0,3,2,226,3052,2147483647,ETFs,"HSBC, UCITS, DIST, EUR",True,False,False,True,100.0,18.478,18.514,18.592,18.024,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.036,36.0,,0,0,0,0,Fri Feb 07 17:44:52 CET 2025,False,False
QDVF.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946694724,,0,4,2,226,3052,2147483647,ETFs,"iShares, UCITS, ACC, EUR",True,False,False,True,100.0,8.66,8.667,8.683,8.551,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.007,70.0,,0,0,0,0,Fri Feb 07 17:44:54 CET 2025,False,False
DIA.IT_9,EUR,STC,EUR,6,15,104,6,2,1,1,1738946695728,,0,2,2,225,2425,2147483647,Italy,DiaSorin SpA,True,False,False,True,100.0,100.95,101.05,102.8,99.98,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.1,10.0,,0,0,0,0,Fri Feb 07 17:44:55 CET 2025,False,False
GBLB.BE_4,EUR,STC,EUR,6,4,103,6,2,1,1,1738946653043,,0,2,2,624,884,2147483647,Belgium,Groupe Bruxelles Lambert SA CFD,False,False,False,True,100.0,66.1,66.35,66.94,61.95,1.0,1000000.0,1.0,0.01,0.01,-0.02062,-0.00438,20.0,0.25,25.0,,0,0,0,0,Fri Feb 07 17:44:13 CET 2025,True,False
SMTC.US,USD,STC,USD,6,15,104,6,2,1,1,1738961996884,,0,2,2,12,2436,2147483647,US,Semtech Corp,True,False,False,True,100.0,53.92,54.0,58.58,50.48,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.08,8.0,,0,0,0,0,Fri Feb 07 21:59:56 CET 2025,False,False
JBHT.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961965815,,0,2,2,12,2436,2147483647,US,JB Hunt Transport Services Inc,True,False,False,True,100.0,165.82,166.23,168.56,165.36,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.41,41.0,,0,0,0,0,Fri Feb 07 21:59:25 CET 2025,False,False
MARS.UK_4,GBP,STC,GBP,6,4,103,6,4,1,1,1738946691711,,0,4,2,623,14,2147483647,UK,Marstons PLC CFD,True,False,False,True,100.0,0.404,1.01,0.412,0.398,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.606,6060.0,,0,0,0,0,Fri Feb 07 17:44:51 CET 2025,False,False
KR.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961996883,,0,2,2,671,13,2147483647,US,Kroger Co CFD,False,False,False,True,100.0,65.16,65.37,65.6,64.14,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.21,21.0,,0,0,0,0,Fri Feb 07 21:59:56 CET 2025,True,False
NSSC.US,USD,STC,USD,6,15,104,6,2,1,1,1738961948278,,0,2,2,12,2436,2147483647,US,NAPCO Security Technologies Inc,True,False,False,True,100.0,25.62,25.65,27.2,25.28,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.03,3.0,,0,0,0,0,Fri Feb 07 21:59:08 CET 2025,False,False
WRI.US_9,USD,STC,USD,6,15,104,6,4,1,1,0,,0,4,2,12,2436,2147483647,US,Weingarten Realty Investors,True,False,False,True,100.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
GRE.ES,EUR,STC,EUR,6,15,104,6,2,1,1,1738946590241,,0,2,2,223,2431,2147483647,Spain,Grenergy Renovables,True,False,False,True,100.0,36.85,37.05,37.4,36.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.2,20.0,,0,0,0,0,Fri Feb 07 17:43:10 CET 2025,False,False
RENB.US,USD,STC,USD,6,15,104,6,4,1,1,1738961997887,,0,4,2,12,2436,2147483647,US,Renovaro Inc,True,False,False,True,100.0,0.7134,0.7173,0.7459,0.6332,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0039,39.0,,0,0,0,0,Fri Feb 07 21:59:57 CET 2025,False,False
TS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961995381,,0,2,2,671,13,2147483647,US,Tenaris SA CFD - ADR,False,False,False,True,100.0,37.94,38.08,38.36,37.8,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.14,14.0,,0,0,0,0,Fri Feb 07 21:59:55 CET 2025,True,False
SXR8.DE,EUR,ETF,EUR,6,15,104,6,2,1,1,1738946697744,,0,2,2,276,3052,2147483647,ETFs,"iShares, UCITS, ACC, EUR",True,False,False,True,100.0,620.04,620.26,623.6,618.5,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.22,22.0,,0,0,0,0,Fri Feb 07 17:44:57 CET 2025,False,False
CLDR.US,USD,STC,USD,6,15,104,6,4,1,1,0,,0,4,2,12,2436,2147483647,US,Cloudera Inc,True,False,False,True,100.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
STLA.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961913698,,0,2,2,12,2436,2147483647,US,Stellantis NV,True,False,False,True,100.0,12.9,12.92,13.11,12.82,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:58:33 CET 2025,False,False
BATRK.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961965815,,0,2,2,12,2436,2147483647,US,Atlanta Braves Holdings Inc,True,False,False,True,100.0,39.67,39.7,39.67,37.94,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.03,3.0,,0,0,0,0,Fri Feb 07 21:59:25 CET 2025,False,False
NZDCHF,NZD,FX,CHF,5,4,101,5,4,100000,1,1739143643946,,0,5,3,5,2953,2147483647,Minor,New Zeland Dollar to Swiss Frank currency pair,False,True,False,True,100.0,0.51414,0.51438,0.51454,0.51321,0.01,100.0,0.01,1e-05,1.0,0.006862,-0.013741,5.0,0.00024,2.4,,0,0,0,0,Mon Feb 10 00:27:23 CET 2025,True,True
IMCD.NL_4,EUR,STC,EUR,6,4,103,6,2,1,1,1738946695732,,0,2,2,572,883,2147483647,Netherlands,IMCD NV CFD,False,False,False,True,100.0,146.97,147.48,151.57,146.97,1.0,1000000.0,1.0,0.01,0.01,-0.02062,-0.00438,20.0,0.51,51.0,,0,0,0,0,Fri Feb 07 17:44:55 CET 2025,True,False
IEML.UK,USD,ETF,USD,6,15,104,6,2,1,1,1738946695229,,0,2,2,272,3055,2147483647,ETFs,"iShares, UCITS, DIST, USD",True,False,False,True,100.0,42.24,42.39,42.45,41.3,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.15,15.0,,0,0,0,0,Fri Feb 07 17:44:55 CET 2025,False,False
LCII.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961980344,,0,2,2,671,13,2147483647,US,LCI Industries CFD,False,False,False,True,100.0,100.32,101.12,101.27,99.15,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,30.0,0.8,80.0,,0,0,0,0,Fri Feb 07 21:59:40 CET 2025,True,False
TCPC.US,USD,STC,USD,6,15,104,6,2,1,1,1738961197047,,0,2,2,12,2436,2147483647,US,BlackRock TCP Capital Corp,True,False,False,True,100.0,8.96,8.98,9.09,8.93,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:46:37 CET 2025,False,False
LGEN.UK_4,GBP,STC,GBP,6,4,103,6,4,1,1,1738946698245,,0,4,2,572,14,2147483647,UK,Legal & General Group PLC CFD,False,False,False,True,100.0,2.397,2.412,2.654,2.402,1.0,1000000.0,1.0,0.0001,0.0001,-0.02556,0.0,20.0,0.015,150.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,True,False
TRMDA.DK_4,DKK,STC,DKK,6,4,103,6,2,1,1,1738944599228,,0,2,2,624,1352,2147483647,Denmark,Torm PLC - class A CFD,False,False,False,True,100.0,147.2,148.5,149.5,144.7,1.0,1000000.0,1.0,0.01,0.01,-0.01987,-0.00513,30.0,1.3,130.0,,0,0,0,0,Fri Feb 07 17:09:59 CET 2025,True,False
BOO.UK_4,GBP,STC,GBP,6,4,103,6,4,1,1,1738946660065,,0,4,2,624,14,2147483647,UK,Boohoo Group PLC CFD,False,False,False,True,100.0,0.2827,0.2855,0.2855,0.2797,1.0,1000000.0,1.0,0.0001,0.0001,-0.02556,0.0,50.0,0.0028,28.0,,0,0,0,0,Fri Feb 07 17:44:20 CET 2025,True,False
BMED.IT_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946691711,,0,3,2,224,2425,2147483647,Italy,Banca Mediolanum SpA,True,False,False,True,100.0,13.49,13.51,13.58,13.3,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.02,20.0,,0,0,0,0,Fri Feb 07 17:44:51 CET 2025,False,False
SAMPO.FI_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946392258,,0,3,2,225,2422,2147483647,Finland,Sampo Oyj - class A ,True,False,False,True,100.0,40.73,40.75,41.23,40.42,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.02,20.0,,0,0,0,0,Fri Feb 07 17:39:52 CET 2025,False,False
COLM.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961993377,,0,2,2,12,2436,2147483647,US,Columbia Sportswear Co,True,False,False,True,100.0,79.15,79.27,81.25,77.77,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.12,12.0,,0,0,0,0,Fri Feb 07 21:59:53 CET 2025,False,False
XRT.US_5,USD,ETF,USD,6,4,103,6,2,1,1,1738961988362,,0,2,2,671,70,2147483647,ETF,"SPDR, DIST, USD",False,False,False,True,100.0,78.25,78.5,79.67,78.15,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.25,25.0,,0,0,0,0,Fri Feb 07 21:59:48 CET 2025,True,False
UET1.DE,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946695733,,0,3,2,226,3052,2147483647,ETFs,"UBS, UCITS, DIST, EUR",True,False,False,True,100.0,28.06,28.175,28.385,26.785,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.115,115.0,,0,0,0,0,Fri Feb 07 17:44:55 CET 2025,False,False
OERL.CH_4,CHF,STC,CHF,6,4,103,6,3,1,1,1738946040333,,0,3,2,624,882,2147483647,Switzerland,OC Oerlikon Corporation AG Pfaeffikon CFD,False,False,False,True,100.0,3.648,3.666,3.7,3.524,1.0,1000000.0,1.0,0.001,0.001,-0.01373,-0.01127,20.0,0.018,18.0,,0,0,0,0,Fri Feb 07 17:34:00 CET 2025,True,False
USFD.US,USD,STC,USD,6,15,104,6,2,1,1,1738961993877,,0,2,2,12,2436,2147483647,US,US Foods Holding Corp,True,False,False,True,100.0,70.35,70.37,71.5,70.2,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:53 CET 2025,False,False
WFT.US_4,USD,STC,USD,6,4,103,6,4,1,1,0,,0,4,2,671,13,2147483647,US,CLOSE ONLY / Weatherford International PLC CFD,True,False,False,True,100.0,0.0001,0.0001,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,-0.00717,-0.00672,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
KALU.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961903176,,0,2,2,671,13,2147483647,US,Kaiser Aluminum Corp CFD,False,False,False,True,100.0,70.32,70.72,71.57,68.01,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.4,40.0,,0,0,0,0,Fri Feb 07 21:58:23 CET 2025,True,False
S92.DE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946698745,,0,3,2,224,2424,2147483647,Germany,SMA Solar Technology AG,True,False,False,True,100.0,14.08,14.2,14.66,14.02,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.12,120.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
BLD.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961932741,,0,2,2,671,13,2147483647,US,TopBuild Corp CFD,False,False,False,True,100.0,324.28,326.1,338.79,320.38,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,1.82,182.0,,0,0,0,0,Fri Feb 07 21:58:52 CET 2025,True,False
CVX.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961997886,,0,2,2,12,2436,2147483647,US,Chevron Corp,True,False,False,True,100.0,152.57,152.6,153.79,151.76,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.03,3.0,,0,0,0,0,Fri Feb 07 21:59:57 CET 2025,False,False
